Image Id.	Gene Description	EWS-T1	EWS-T2	EWS-T3	EWS-T4	EWS-T6	EWS-T7	EWS-T9	EWS-T11	EWS-T12	EWS-T13	EWS-T14	EWS-T15	EWS-T19	EWS-C8	EWS-C3	EWS-C2	EWS-C4	EWS-C6	EWS-C9	EWS-C7	EWS-C1	EWS-C11	EWS-C10	BL-C5	BL-C6	BL-C7	BL-C8	BL-C1	BL-C2	BL-C3	BL-C4	NB-C1	NB-C2	NB-C3	NB-C6	NB-C12	NB-C7	NB-C4	NB-C5	NB-C10	NB-C11	NB-C9	NB-C8	RMS-C4	RMS-C3	RMS-C9	RMS-C2	RMS-C5	RMS-C6	RMS-C7	RMS-C8	RMS-C10	RMS-C11	RMS-T1	RMS-T4	RMS-T2	RMS-T6	RMS-T7	RMS-T8	RMS-T5	RMS-T3	RMS-T10	RMS-T11	TEST-9	TEST-11	TEST-5	TEST-8	TEST-10	TEST-13	TEST-3	TEST-1	TEST-2	TEST-4	TEST-7	TEST-12	TEST-24	TEST-6	TEST-21	TEST-20	TEST-17	TEST-18	TEST-22	TEST-16	TEST-23	TEST-14	TEST-25	TEST-15	TEST-19
47110	heterogeneous nuclear ribonucleoprotein D	0.1288	0.0782	0.2194	0.1067	0.3066	0.3604	0.2103	0.4061	0.223	0.1993	0.2257	0.1841	0.3892	1.8862	0.0814	0.0739	0.2563	2.3852	2.5902	3.0884	0.0433	2.5843	2.5435	2.4254	2.1077	2.0498	2.3265	0.1973	0.1387	0.1983	0.1561	0.1515	0.1367	0.1059	2.7865	2.1609	2.4355	2.0319	2.5243	1.4446	1.2587	1.6345	2.7358	0.3815	0.3056	3.3964	2.7596	1.7625	1.04	1.9641	0.0861	1.2599	0.1707	0.0953	0.0899	0.1068	0.2904	0.1835	0.1409	0.2627	0.1571	0.0942	0.1109	0.1772	0.1886	0.1252	0.0671	0.0645	0.0453	1.2624	0.0497	0.0452	0.126	0.0531	0.1336	0.1375	0.1715	0.1977	0.3496	0.1945	0.1184	0.0557	0.0576	0.0609	0.0385	0.0625	0.1118	0.1425
47202	ADP-ribosylation factor 1	3.1675	3.7242	2.6364	1.3142	2.6916	1.6888	3.0465	2.3059	3.0908	2.984	1.8725	1.8281	4.3352	3.8765	3.8111	2.8904	2.7239	2.9255	3.2621	1.904	3.4967	4.6023	3.0703	2.343	1.326	1.9548	2.226	3.7247	2.7801	3.785	2.6929	1.9944	3.0671	2.9746	1.938	2.38	2.9931	2.2632	0.869	2.5388	2.6979	1.9559	3.2059	4.1944	2.2143	1.924	2.8508	1.5612	2.4534	1.5406	2.0339	1.7272	0.1198	3.2561	4.0106	3.8939	2.4442	1.8	3.2887	2.4848	2.9412	1.3619	4.0306	4.196	5.6448	3.0705	2.5815	0.8177	0.8173	3.4738	5.1257	4.7597	5.9119	4.0479	1.8	1.7708	1.0196	2.9592	2.4978	4.7586	1.4261	0.9169	1.8596	1.0365	1.1483	1.3764	1.5896	0.777
47833	Tubulin, alpha, brain-specific	3.3678	3.6836	3.7572	1.2415	6.1149	5.4565	3.9852	4.2998	4.7397	3.9831	3.753	2.0577	4.7734	6.574	4.1689	2.1576	2.2999	3.7101	4.5192	5.9064	4.4681	5.4918	6.4991	4.554	4.7507	6.1551	5.8602	5.4238	6.3308	3.7184	3.2865	4.2078	3.6947	6.5343	6.2091	5.85	4.7726	5.175	5.0199	4.2201	5.846	5.552	7.0639	8.7537	6.2801	14.4826	10.4434	4.5508	4.0978	6.5766	2.4751	7.3877	2.7581	3.8962	3.4295	2.8139	4.3122	3.0315	4.4287	3.9159	5.1671	9.9194	8.807	1.5533	4.4051	1.2602	10.1384	4.243	1.3593	6.8464	10.8935	13.1343	8.9194	9.1657	8.9758	3.3108	1.6995	3.95	2.2145	11.2087	10.3915	4.2187	12.185	10.9027	8.5244	11.9174	6.0968	8.1333
50117	glyceraldehyde-3-phosphate dehydrogenase	3.6157	3.3596	3.1295	2.6222	3.9849	3.3442	4.7054	4.0206	4.6039	1.8766	2.675	2.7623	4.6485	6.7212	4.5749	1.8549	2.6193	3.413	4.1742	5.103	6.5948	4.9468	6.1839	3.2702	4.3297	5.9735	5.7398	4.9048	6.1198	3.829	4.3641	3.911	3.9512	7.1289	5.3517	5.5577	4.6014	4.2742	4.1401	3.5091	4.5884	4.6403	6.2255	3.6233	4.2437	7.9474	9.5489	3.9095	3.2262	6.3829	3.3284	5.3175	3.3252	4.2788	4.0509	4.1963	2.533	5.9146	3.6537	1.8432	5.8345	5.6351	10.322	8.8605	4.0277	4.0935	5.5192	2.7252	13.7941	7.0311	14.8016	9.4411	7.3871	7.82	6.749	4.0313	2.1978	1.861	2.8105	9.4231	10.4732	4.4263	3.7975	5.0565	4.8238	5.9275	9.4095	11.8071
51293	aminoacylase 1	3.8972	7.6184	5.5745	9.5706	3.5135	4.6666	4.435	5.5953	4.839	18.1841	8.5027	9.0894	11.5541	7.3593	4.6415	3.6756	0.7019	3.5443	4.4971	6.6345	4.9753	5.556	5.8782	5.9637	5.684	5.8212	4.3955	5.5129	4.2546	3.8629	4.7185	4.103	3.5762	7.5573	5.531	2.8373	4.3863	5.1894	5.4701	1.4792	5.3707	5.4566	7.0719	4.9702	5.3376	15.18	7.8738	6.6907	6.0373	6.9817	0.0909	7.3872	0.4358	4.814	6.6514	4.6069	3.4771	9.9933	4.9791	9.4792	6.096	4.3333	7.9767	5.3946	3.2377	0.12	6.5395	2.7764	13.1415	1.8066	2.0508	4.9062	7.3261	5.4282	5.925	12.249	9.6592	18.0328	11.3093	5.651	13.7035	8.555	5.1788	7.456	3.9611	11.4442	5.8348	7.5933
51666	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)	1.2217	1.5961	0.9068	0.2286	0.3605	0.6259	0.5898	1.1138	0.6547	0.4663	0.3402	0.3276	0.6924	0.6446	1.0139	1.1796	0.6085	0.9454	0.8848	0.5907	0.7787	1.7579	0.4646	0.69	0.4199	0.425	0.7	0.8934	0.8232	0.9071	0.5962	0.6109	0.4055	0.5379	1.0419	0.7313	1.0495	1.0045	0.5081	1.1984	1.0527	1.0113	0.9978	0.8234	0.6936	0.4821	1.1085	0.936	0.6853	0.5418	0.594	0.5104	0.6911	1.4633	1.2939	1.3876	1.0123	0.7182	0.9662	0.3734	1.2411	1.7392	0.9379	0.5404	1.4762	0.9486	1.1006	0.4443	0.6755	0.337	2.374	0.8585	1.4345	1.1337	1.1428	0.5319	0.725	0.4624	0.374	0.9774	0.6463	1.2199	1.0516	0.807	1.1003	0.2632	0.6514	0.4235
51740	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	3.3361	2.4137	3.5267	2.2161	1.925	3.631	0.9948	3.3861	4.2967	1.6783	1.9514	0.8158	2.7308	0.1827	1.7181	2.0468	2.758	1.2627	1.1538	0.3509	2.9972	0.9877	0.7048	0.4672	0.6516	0.2825	0.2458	1.5904	0.8017	1.7065	0.5882	1.0471	1.2501	0.6766	0.5684	0.5485	2.4504	0.731	0.6671	0.5613	1.3733	0.8996	1.3613	1.0557	1.5084	0.781	1.4335	1.246	1.2346	1.9011	0.6962	1.8917	1.2495	1.2999	4.0184	3.1173	2.0373	3.7443	1.6535	0.6278	3.4035	0.1957	0.7235	8.3128	1.5542	0.8622	0.6398	0.4598	0.7805	0.1481	0.5733	0.3879	0.6398	0.3842	0.7677	1.9156	0.9925	1.6643	3.7322	0.7928	0.5349	0.6046	0.1613	0.1388	0.4199	0.8789	0.5008	1.0521
53316	malate dehydrogenase 1, NAD (soluble)	1.0708	0.9393	1.4182	0.7152	0.5949	0.7358	1.3598	1.6543	1.4499	1.1156	0.7642	0.7741	0.8072	0.7197	2.8698	2.7619	0.6044	1.7804	1.8231	1.1555	1.2956	1.6766	0.8033	1.9087	1.8773	1.4333	3.0909	2.0869	1.609	1.5375	1.0358	0.8345	0.9015	1.0487	3.1009	1.5648	2.2649	1.7565	0.3687	2.1137	1.8249	2.4009	2.0766	2.9858	1.5383	0.7612	2.6922	2.136	3.1505	1.7974	0.9578	2.3917	1.0633	1.1897	0.8794	1.4496	1.6661	4.2337	1.4809	0.3825	1.4716	2.0603	1.8212	1.5951	2.8619	1.147	2.3288	1.0912	2.8435	0.6832	4.4537	1.4252	2.0738	2.6435	2.3826	0.6285	0.5105	1.1063	1.4977	2.2464	2.0961	2.0363	2.2742	1.328	2.4481	1.722	1.2109	1.3485
898092	connective tissue growth factor	0.3088	0.4445	0.7817	2.6169	0.9356	0.5938	0.2912	0.2755	0.1439	2.8502	0.2853	0.2411	0.5764	0.2776	0.1029	0.0798	0.2612	0.1169	0.1259	0.3627	0.1164	0.1955	0.2502	0.7927	0.1673	0.2633	0.0727	0.2356	0.1412	0.1131	0.4832	0.5444	0.8142	0.1488	0.6007	0.3923	1.5841	0.2206	0.2098	0.2539	0.4216	0.5016	0.2812	0.3249	0.2681	0.3253	1.0296	0.1624	0.1465	0.1578	0.4881	0.2056	0.2867	1.0066	1.4936	0.7355	1.5707	1.5759	1.4013	1.1114	0.4319	0.2618	1.6194	0.5827	0.4567	0.0895	0.5144	1.4759	0.0883	1.2132	0.3883	0.4203	1.6368	0.8477	1.762	11.0257	1.0019	2.8264	0.5641	0.9338	0.187	0.5844	0.4133	0.3105	0.3888	0.5417	0.1557	0.523
284882	collagen, type II, alpha 1 (primary osteoarthritis, spondyloepiphyseal dysplasia, congenital)	0.1087	0.1556	0.1721	0.92	0.2059	0.2127	0.1697	0.2134	0.0666	0.2174	0.0975	0.1058	0.1719	0.0986	0.136	0.0771	0.1316	0.1494	0.1535	0.2056	0.0663	0.1239	0.0375	0.1834	0.1885	0.0786	0.0608	0.2093	0.1835	0.2797	0.212	0.2335	0.1072	0.1829	0.3013	0.1633	0.347	0.22	0.1408	0.1789	0.1129	0.1503	0.3385	0.0724	0.3282	0.5082	0.2601	0.3786	0.1877	0.5653	0.2207	0.6817	0.5367	0.3843	0.7149	0.2448	0.2051	0.4542	0.1897	0.6457	0.4005	0.8736	0.991	0.1795	0.0714	0.0879	0.15	1.5017	0.2652	0.111	0.1001	0.1502	0.4296	0.231	1.1996	1.0619	0.1244	0.2156	0.1214	0.3747	0.1497	0.3787	0.2844	0.5583	0.28	0.4468	0.2764	1.0735
839991	collagen, type I, alpha 2	0.7344	0.6798	1.4264	4.3382	0.5245	0.4798	1.1477	1.3182	0.4136	5.8839	1.2791	1.2698	3.5581	0.291	0.3148	0.083	0.1986	0.6919	0.7116	1.7139	0.1698	0.2212	0.0941	0.7053	0.382	0.1565	0.1048	0.5073	0.3798	0.2853	0.4838	0.6094	0.1795	0.2231	3.1265	1.7315	2.085	0.3805	0.7885	1.0103	1.1868	1.873	2.2034	0.8408	0.3899	0.8379	2.1475	0.5716	0.2656	0.1088	0.4605	1.1076	0.9853	0.892	3.1514	1.6442	4.4035	7.8232	1.5997	7.0744	1.2207	4.6862	4.8347	1.2843	2.3398	0.155	1.1127	9.6318	1.0223	0.1344	0.6977	0.8942	2.7682	1.0829	17.9885	4.6179	1.2119	5.8349	0.8228	2.3158	0.5118	1.5994	1.3143	2.5967	1.1319	1.4039	0.7382	1.3942
810632	collagen, type VI, alpha 2	0.6572	0.5171	0.504	0.579	0.5513	0.4962	0.6191	0.5434	0.3799	0.9236	0.8499	0.5305	0.6804	0.8312	0.454	0.3765	0.3044	0.5093	0.5037	0.6325	0.2532	0.5628	0.6027	1.031	0.7806	0.7498	0.6491	0.8733	0.8794	1.0743	0.5116	0.6161	0.5437	0.5549	0.8343	0.988	0.4902	0.2861	0.8924	0.5857	0.7773	0.7738	0.6448	0.3712	0.8055	0.7592	0.9751	1.2596	0.3818	0.4791	0.5299	0.802	0.2852	0.4387	0.8442	0.3643	0.674	0.6929	0.5687	0.971	0.3586	1.1156	0.4287	0.6671	0.4799	0.2798	0.7758	0.5515	0.4517	0.5532	0.4715	0.51	0.3896	0.1522	0.632	0.9593	0.8005	0.9159	0.4042	0.3031	0.5405	0.4111	0.914	0.7919	0.909	0.6499	0.4651	0.5109
773301	cadherin 3, P-cadherin (placental)	0.1167	0.1669	0.1709	0.2541	0.2037	0.2567	0.3781	0.3668	0.1438	0.2326	0.2133	0.4324	0.3259	1.1519	0.1192	0.0762	0.2501	0.334	0.3244	0.3554	0.0365	0.2752	0.3116	0.264	0.238	0.1632	0.2476	0.1081	0.1172	0.1173	0.1502	0.0815	0.1726	0.2005	0.2742	0.2811	0.0901	0.1794	0.3798	0.1797	0.2564	0.3395	0.1349	1.1288	0.4779	0.428	0.3721	0.5102	2.2303	0.4641	0.0879	0.3061	0.132	0.5677	0.2354	0.2926	0.5374	0.2143	0.2457	0.4593	0.1537	0.42	0.458	0.281	1.0489	0.0935	0.1372	0.2264	0.0926	0.1643	0.0965	0.1169	0.6354	0.099	0.2809	0.425	0.3395	0.2306	0.4043	1.0349	0.0967	0.1188	0.2162	0.1969	0.38	0.2246	0.1659	0.3098
950096	archain 1	0.4576	0.5398	0.3552	1.4058	0.8994	0.4053	0.3276	0.2726	0.27	0.3658	0.1993	0.2709	0.2	0.2771	0.6889	1.5071	0.747	0.3739	0.361	0.5354	1.5043	0.51	0.3295	0.8202	0.3469	0.3302	0.702	0.7374	0.3422	0.5765	1.2732	0.6799	0.5947	0.577	0.5403	0.554	0.4834	0.6181	0.6673	0.9971	0.8254	0.6214	0.482	0.218	0.4715	0.2368	0.3506	0.8297	0.795	0.228	1.1374	0.4839	0.8525	1.1779	0.4183	0.5312	0.3226	0.135	0.2099	0.3947	0.9681	0.2246	0.131	0.197	0.1151	0.5904	0.6399	0.9067	0.5958	0.3006	0.1379	0.0499	0.1336	0.0431	0.2145	0.8793	0.4216	0.3627	0.1552	0.2588	0.5573	0.29	0.747	0.0261	0.5491	0.4444	0.9333	1.4003
774754	catenin (cadherin-associated protein), beta 1 (88kD)	0.591	0.4766	0.9151	0.9887	1.5808	0.6883	0.6218	0.2531	0.1599	0.3483	0.2658	0.3741	0.298	0.3101	0.556	0.6538	1.2213	0.3597	0.3624	1.0554	0.5833	0.3374	0.2368	1.1987	0.3221	0.3609	0.3611	0.6181	0.3469	0.3379	0.8968	1.359	1.7025	0.6738	0.6876	0.7392	0.6783	1.4807	0.5224	0.4981	0.344	0.4792	0.7254	0.3334	1.1193	0.5842	0.4502	2.0983	1.1124	0.3992	1.254	0.7677	1.5918	1.5775	0.7881	0.804	0.3419	0.3321	0.2381	0.6379	0.4673	0.303	0.4929	0.2505	0.0916	2.0139	1.0515	0.4746	0.7706	0.7531	0.5045	0.2101	0.2606	0.3395	1.0204	0.8391	0.3633	0.3454	0.35	0.4884	0.2752	3.9519	0.5048	0.9015	0.5377	0.5129	1.3991	1.4358
83605	carbamoyl-phosphate synthetase 1, mitochondrial	0.1106	0.1132	0.1659	0.239	0.1825	0.1098	0.2035	0.1633	0.1177	0.1728	0.1652	0.1954	0.2209	0.1414	0.2779	0.3433	0.1804	0.1576	0.1402	0.1796	0.0345	0.1856	0.2042	0.1363	0.1706	0.2187	0.1845	0.1247	0.1187	0.117	0.1296	0.0774	0.2851	0.2587	0.1695	0.2473	0.3243	0.1392	0.2705	0.1079	0.1904	0.2594	0.0571	0.7013	1.613	0.7101	0.1726	0.1586	0.3531	0.439	0.0718	0.1306	0.8495	0.1031	0.1811	0.1562	0.166	0.1934	0.1235	0.3391	0.2149	0.1668	0.1932	0.2366	0.3495	0.3465	0.182	0.272	0.1002	0.2135	0.0448	0.2381	0.1309	0.0777	0.4032	0.451	0.2751	0.1713	0.1423	0.118	0.0684	0.175	0.08	0.113	0.0739	0.0901	0.1554	0.1982
193913	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	0.3945	0.2986	0.2757	0.2607	0.4046	0.3874	0.4294	0.2663	0.2289	1.1837	0.3432	0.6233	0.3938	0.1677	0.4384	0.19	0.1061	0.3077	0.2772	0.288	0.3149	0.5057	0.2666	2.1557	1.9916	1.7072	1.3449	2.4256	0.5152	1.2705	2.4757	0.5874	0.1506	0.6379	1.3945	0.1637	0.0866	0.2528	1.6905	1.0044	1.6243	0.8193	1.6871	0.2744	0.6256	0.5437	0.7847	0.337	0.2388	0.1472	0.0669	0.4103	0.1943	0.322	0.2859	0.182	0.5108	0.3257	0.5532	0.36	0.2211	0.2042	0.2011	0.8544	0.1678	0.2993	0.2739	0.2524	0.1425	0.2463	2.1254	0.0813	0.1221	0.7359	0.4509	0.3883	0.4728	1.1738	1.0375	0.2158	1.0099	0.2057	0.1518	0.4518	0.2495	0.287	2.56	0.4732
343646	v-ski avian sarcoma viral oncogene homolog	0.1479	0.3997	0.3022	0.3311	0.8148	0.818	2.1721	0.1993	0.191	0.7211	1.0316	0.6156	0.5889	0.1119	0.4275	0.2485	0.7957	0.4849	0.4654	0.3449	0.1582	0.2957	0.1468	0.2287	0.1813	0.0703	0.1109	0.1014	0.232	0.1325	0.3012	0.4037	0.2382	0.2765	0.1431	0.0469	0.0943	0.1999	0.1768	0.0793	0.0376	0.0812	0.1943	0.2513	0.6828	0.2256	0.2828	0.1815	0.1484	0.0807	0.8869	0.0206	0.609	0.2373	0.2622	0.6694	0.3044	0.1522	0.3862	0.3781	0.7321	0.339	0.6441	0.4213	0.4895	0.6993	0.1246	0.1386	0.0739	0.2179	0.2786	0.6983	0.1758	0.2984	0.5714	0.4618	0.2235	0.7151	0.7294	0.5499	0.0847	0.3315	0.2619	0.187	0.1414	0.3739	0.1603	0.2883
725454	CDC28 protein kinase 2	0.9519	1.6803	0.5023	1.8803	1.0723	0.5693	1.9055	0.6207	0.8557	0.1833	0.4836	1.0018	0.4689	2.3034	2.6477	2.9628	0.8178	1.6789	1.6257	1.6789	3.1987	1.7927	2.2261	2.1298	2.492	2.6098	3.5663	3.6281	2.0451	2.4917	3.1696	1.7092	2.7605	2.2014	1.026	1.5297	0.8604	1.0856	2.2653	2.1437	1.6142	1.724	1.9099	0.5451	1.9084	2.2656	0.7996	1.0344	0.7917	2.4525	1.424	1.821	0.7169	0.9349	0.7995	1.0298	0.5463	0.1441	0.5946	1.1033	0.812	0.613	1.6018	0.1686	0.976	0.9289	1.7462	0.301	0.0881	2.6459	2.2014	1.4014	1.4392	5.1301	1.019	1.3444	0.5293	0.1817	0.3451	2.1013	1.8522	0.3709	0.2143	0.228	0.2516	0.2938	0.9879	0.5523
128302	parathymosin	2.6286	2.332	3.8235	1.0804	2.6489	2.8308	4.0146	3.8084	2.682	2.4177	2.5758	2.2002	2.2425	4.3289	4.8763	3.0752	2.7852	3.1834	3.4781	3.2527	5.1509	2.854	2.8739	0.9018	0.9608	0.6869	0.5561	0.7717	1.0749	0.7482	2.8162	4.0099	3.9662	5.0011	2.5443	1.9115	1.6606	2.6471	2.9809	1.6944	1.6378	0.9816	1.4856	3.0922	1.86	1.5592	2.1192	1.903	1.7634	0.9611	3.063	0.7044	2.3398	2.7179	2.9512	3.6131	2.8935	1.4984	2.1946	2.1246	3.7769	5.6315	12.081	1.4622	2.4778	2.9974	6.2415	5.6214	2.6728	3.9039	2.6915	6.1256	2.3558	3.6646	5.9803	2.2175	0.8767	2.3976	2.7937	4.1309	1.4149	5.0912	6.3015	6.6508	6.7079	6.3587	1.2118	9.227
322617	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	0.5856	0.4157	0.3742	0.4433	0.4379	0.7347	1.0466	0.7239	0.6007	0.6361	0.6331	0.3228	0.6052	0.244	0.8011	0.3499	0.6081	0.5053	0.487	0.3002	0.314	0.2595	0.2257	0.3214	0.2422	0.3565	0.4792	0.1611	0.2818	0.2662	0.2617	0.2121	0.3144	0.4931	0.154	0.1724	0.614	0.2589	0.3065	0.5153	0.3242	0.2492	0.3558	0.2322	0.5774	0.4249	0.3663	0.2922	0.3297	0.5146	0.6815	0.2678	0.8268	0.4505	0.3611	0.7354	0.3106	0.2217	0.6082	0.3487	0.363	0.8402	1.3459	0.6713	0.8671	0.4814	0.3292	0.5874	0.5289	0.5684	0.3478	0.3164	0.748	0.2082	0.8863	0.3635	0.2511	0.6308	0.9545	0.6233	0.1779	0.4879	0.6275	0.6655	0.0066	0.8001	0.3735	0.8172
267634	v-raf-1 murine leukemia viral oncogene homolog 1	0.1956	0.2604	0.2725	0.4585	0.1581	0.1292	0.2843	0.3281	0.0697	0.3426	0.1844	0.1736	0.3679	0.123	0.092	0.0755	0.2031	0.1309	0.1274	0.1015	0.121	0.1787	0.1377	0.1234	0.2017	0.1438	0.0983	0.1517	0.1618	0.167	0.133	0.163	0.2834	0.1953	0.1573	0.13	0.267	0.143	0.0707	0.1323	0.0833	0.0818	0.249	0.5038	0.1974	0.2872	0.1767	0.2819	0.3008	0.1151	0.2205	0.0942	0.1282	0.2612	0.1398	0.1895	0.4099	0.4149	0.1934	0.3472	0.2094	0.0497	0.1308	0.1949	0.0881	0.1334	0.1909	0.202	0.0579	0.1259	0.0441	0.036	0.1204	0.0298	0.0644	0.2906	0.1477	0.3398	0.5002	0.3916	0.1433	0.186	0.1118	0.1355	0.2098	0.2866	0.1247	0.0921
760148	uroporphyrinogen decarboxylase	0.6629	0.5328	0.4268	0.7205	0.5495	0.5433	0.5049	0.606	0.6262	0.291	0.5743	0.8231	0.5588	1.264	0.5135	0.9265	0.4236	1.0418	1.0693	1.1501	0.426	0.5941	0.747	0.4736	0.6272	0.5005	0.8267	0.3347	0.383	0.4381	0.3782	0.3398	0.8571	0.7393	0.333	0.2389	0.3718	0.5015	0.7227	0.3771	0.3128	0.2656	0.4285	0.0785	0.4504	0.687	0.5138	0.3782	0.1471	0.8935	0.4611	0.6174	0.3832	0.7653	0.4435	0.4319	0.183	0.1723	0.2895	0.3882	0.6791	0.305	0.4244	0.2545	0.5423	0.6134	0.1594	1.2195	0.4328	1.024	0.1233	0.2763	0.2461	0.3591	0.6153	0.4636	0.7887	0.2886	0.4212	0.5353	0.2894	0.2911	0.3934	0.3873	0.2149	0.4623	0.2816	0.5464
785845	transcription factor 6-like 1 (mitochondrial transcription factor 1-like)	0.352	0.2067	0.4478	0.4082	0.3639	0.4584	0.451	0.266	0.0969	0.3407	0.2228	0.2381	0.3623	0.1166	0.481	0.609	0.8576	0.371	0.355	0.3285	0.6733	0.276	0.1824	0.9038	0.7496	0.5541	0.4549	0.8735	0.6185	0.6256	0.4906	0.4944	0.3361	0.4584	0.3696	0.34	0.4482	0.5129	0.2807	0.4095	0.4156	0.2494	0.4325	0.8583	0.4366	0.3155	0.3216	0.7689	0.3873	0.2525	0.4872	0.2365	0.787	0.628	0.1903	0.4401	0.6827	0.4329	0.1593	0.3214	0.4181	0.2567	0.1119	0.1769	0.3801	0.4977	0.539	0.3536	0.2663	0.1461	0.2441	0.0951	0.2015	0.137	0.116	0.2551	0.194	0.3378	0.3594	0.4125	0.7754	0.9343	0.4138	0.4384	0.672	0.3288	0.774	0.4933
109179	Sp2 transcription factor	0.2393	0.2649	0.2916	0.2799	0.2365	0.2333	0.3858	0.2844	0.1502	0.1977	0.1731	0.2243	0.2908	0.1384	0.2713	0.1784	0.2487	0.2129	0.2	0.1214	0.1945	0.1875	0.197	0.2079	0.1748	0.2313	0.1518	0.2475	0.1753	0.2452	0.2834	0.1913	0.3003	0.3223	0.1821	0.0737	0.1548	0.3126	0.1166	0.2115	0.2477	0.1555	0.1966	0.4562	0.2589	0.19	0.1391	0.1524	0.166	0.1165	0.1258	0.0871	0.1559	0.2122	0.2039	0.2618	0.3217	0.1952	0.1314	0.2835	0.2879	0.075	0.0776	0.2297	0.1177	0.1136	0.1132	0.2575	0.1192	0.2254	0.0613	0.0434	0.0966	0.0342	0.0971	0.3522	0.2445	0.196	0.2755	0.2868	0.1596	0.151	0.1195	0.1274	0.2481	0.102	0.2258	0.2682
897596	ribosomal protein L5	3.6149	2.704	3.2084	9.0114	3.0216	2.1772	3.6763	3.1812	3.2457	2.0041	3.2859	4.096	1.943	2.8103	4.6885	5.1633	2.6056	2.6775	3.3799	5.1607	5.8531	1.6271	1.7403	4.6472	3.8331	4.6367	5.5341	4.8796	5.2066	4.0876	4.0052	3.6448	3.9733	7.2503	2.179	4.9385	2.3798	3.7411	3.6231	1.6278	3.0646	2.6572	3.2265	1.0533	2.7077	4.2738	2.872	2.7798	0.9422	3.4565	3.7185	3.9077	4.2272	4.9983	4.4902	4.1566	2.9196	3.5358	2.7183	2.9224	5.1307	5.56	1.939	0.6975	1.1096	4.801	3.9218	11.257	2.6498	4.0226	6.8619	3.9288	7.2364	0.661	3.83	7.3776	6.1522	1.9874	2.4844	1.719	5.1947	5.8922	1.4106	1.6911	1.9359	4.1239	6.1536	6.0084
950710	propionyl Coenzyme A carboxylase, alpha polypeptide	1.5132	1.2733	2.4861	0.6605	4.1838	4.3895	1.6492	2.1701	7.1308	2.9758	3.4855	2.2409	2.4864	3.1903	2.2459	1.199	1.862	2.507	3.1335	2.4635	0.7175	2.8457	3.7449	0.9897	0.6339	0.54	0.406	0.4916	0.7904	0.461	1.0589	1.5753	1.7295	2.381	3.0126	1.5345	1.6476	1.9864	3.4133	1.8771	2.1808	1.1571	2.2913	2.3679	1.9749	2.6501	2.4591	2.1549	1.7717	1.7458	0.8891	1.457	1.6223	1.42	1.4484	1.9043	2.7791	2.5784	3.1946	1.8673	1.8316	2.4818	0.3855	1.8887	2.4985	1.0833	2.0032	1.8987	1.0835	1.9055	0.4927	0.3156	0.3225	0.099	0.3567	1.3108	1.4715	2.951	3.3597	0.4271	0.5877	1.5921	2.9007	2.2432	2.2063	3.5115	0.4488	3.7774
297392	metallothionein 1L	0.5016	0.3463	0.2993	3.3786	0.7828	0.3744	0.5708	0.2372	0.6252	0.7807	0.4355	0.4437	0.274	0.7392	0.3497	0.5573	0.5571	0.1503	0.1458	0.2799	0.1583	1.0083	0.4121	3.7836	1.8267	2.3885	3.4541	2.2772	1.8296	2.8433	0.7906	0.1445	2.4865	0.3701	0.1391	0.4505	1.5772	0.1101	0.1936	0.2209	0.3946	0.2774	0.1208	0.101	0.4883	0.4199	0.2751	0.2915	0.3189	0.6816	0.1896	0.2404	0.3642	0.8399	0.4134	0.4752	0.3289	0.2606	0.3174	0.3915	1.3934	0.2048	0.5304	4.4545	0.6192	1.5801	0.155	2.7247	3.478	1.0002	0.1609	1.3048	0.2651	5.3431	1.1226	1.35	0.6475	0.7742	0.8388	0.1809	2.5327	0.7956	0.1807	0.2413	0.1883	0.1721	3.1833	0.6712
366341	ESTs, Weakly similar to HYPOTHETICAL UOG-1 PROTEIN [H.sapiens]	0.0848	0.1798	0.2199	0.5348	0.2035	0.1969	0.3594	0.1905	0.0939	0.6798	0.365	0.4209	0.5088	0.2608	0.0691	0.0413	0.1293	0.2831	0.2844	0.4434	0.0249	0.2977	0.1063	0.2596	0.1056	0.1941	0.1025	0.1452	0.108	0.0947	0.2202	0.0928	0.1202	0.1671	0.5262	0.6172	0.1526	0.1844	0.2742	0.1786	0.315	0.2043	0.2283	0.2392	0.585	0.2055	0.4967	0.6483	0.3142	0.0578	0.1396	0.2916	0.0831	0.1039	0.1479	0.1227	0.2596	0.4234	0.2219	0.4092	0.1082	0.1673	0.3513	0.2413	0.4087	0.5781	0.1133	0.3907	0.1267	0.1748	0.064	0.1992	0.2409	0.052	0.5238	0.5644	0.2057	0.6741	0.3949	0.1346	0.0804	0.2179	0.1176	0.1962	0.1292	0.1869	0.0665	0.1983
